Abborrgrundet-Inkoo;188142; 3.0; 2.4;MW2013;POLYGON ((27.7020433774647 60.4487770871112, 27.7055084002909 60.4472713380439, 27.7146005866902 60.4511561456963, 27.7189352578333 60.456562736, 27.7236744815567 60.456812612382, 27.7236690554147 60.4572613304076, 27.7180467783976 60.4574739982463, 27.7136723958333 60.4527407243333, 27.7020433774647 60.4487770871112))
Avomeri - Hundkubb - Prästö;229644; 2.7; 2.1;MW2017;POLYGON ((20.9773499263333 60.4392237293333, 20.9788891563998 60.4390488768446, 20.9726756986437 60.44294802701, 20.9677470054286 60.4466125458004, 20.9578309972278 60.4505748112159, 20.9571079752799 60.4501718297575, 20.966116378 60.4458790365, 20.97598788 60.4402639278333, 20.9773499263333 60.4392237293333))
Avomeri - Hundkubb - Prästö;229624; 2.7; 2.1;MW2017;POLYGON ((21.0138435803333 60.4310104095, 21.0063387649016 60.4336856610078, 20.998247779 60.4324204061667, 20.996134036 60.432434127, 20.9814010379578 60.4349933022918, 20.9788891563998 60.4390488768446, 20.9773499263333 60.4392237293333, 20.9779028344758 60.43880143124, 20.9805236222969 60.4345701818262, 20.9967992257156 60.431889264026, 21.0035644106667 60.432861925, 21.00613252042 60.4331021002361, 21.0190406078012 60.4288398121122, 21.0203930436766 60.4282843294076, 21.0206504257869 60.4284159037471, 21.0200969367318 60.4290033824387, 21.0138435803333 60.4310104095))
Avomeri - Hundkubb - Prästö;229587; 2.7; 2.1;MW2017;POLYGON ((21.0360100600753 60.4044352267422, 21.0366837350788 60.4045344095332, 21.0347324683011 60.4083112987079, 21.0346106795 60.4087873746667, 21.0358920470296 60.4101762784259, 21.0392239313731 60.4114062890566, 21.0386812403502 60.4117659042325, 21.035498247617 60.4105908555814, 21.0336058283333 60.4125829728333, 21.0327862157726 60.4141680203394, 21.025642169 60.4235020598333, 21.0227889961203 60.4276084818599, 21.0218794734167 60.4278695677733, 21.0214178367266 60.4276339925314, 21.0224063631667 60.4267420375, 21.025132856 60.4234067468333, 21.0322013751667 60.4142446555, 21.0339185573774 60.4097276422187, 21.0343489025895 60.4089527725185, 21.0345060725 60.4083383961667, 21.034654524931 60.4066881725843, 21.0360100600753 60.4044352267422))
Avomeri - Hundkubb - Prästö;229585; 2.7; 2.1;MW2017;POLYGON ((21.0441016382829 60.3977583635468, 21.0385249775049 60.3993841357037, 21.0373381940788 60.4028848188377, 21.0364436372426 60.4028105852734, 21.0377004201589 60.3991036597348, 21.043230349851 60.3974915518953, 21.0441016382829 60.3977583635468))
Avomeri - Hundkubb - Prästö;229563; 2.7; 2.1;MW2017;POLYGON ((21.0437542099321 60.3860621433712, 21.0456122544733 60.385344580168, 21.0435571368228 60.387938138689, 21.0430381531388 60.3905216904507, 21.0445095279516 60.3948829619874, 21.0441016382829 60.3977583635468, 21.043230349851 60.3974915518953, 21.0435974013112 60.3949044979678, 21.0421239448043 60.3905366924073, 21.042663665114 60.3878502779093, 21.0437542099321 60.3860621433712))
Avomeri - Hundkubb - Prästö;229559; 2.7; 2.1;MW2017;POLYGON ((21.0809629275628 60.362126274845, 21.083132304235 60.3630368741076, 21.0663193380871 60.3700534824256, 21.0530025817431 60.3796773857058, 21.0456122544733 60.385344580168, 21.0437542099321 60.3860621433712, 21.0444476790662 60.3806759972688, 21.045938289143 60.380009411025, 21.0499322087129 60.3802927782464, 21.0529304293333 60.3780705908333, 21.0646076534255 60.3694122862831, 21.0731914299537 60.3663519373571, 21.0809629275628 60.362126274845))
Avomeri - Hundkubb - Prästö;229551; 2.7; 2.1;MW2017;POLYGON ((20.9875539495341 60.3421213352034, 20.9896678172527 60.3413951572547, 21.0042514263544 60.3487612902971, 21.0051083575 60.3499132843333, 21.0081237028308 60.3539662097093, 21.0104000980428 60.3550354076975, 21.0358747529065 60.3729422412327, 21.0386816231667 60.3756023053333, 21.0397279410223 60.376337138645, 21.0403745787937 60.376492126871, 21.045938289143 60.380009411025, 21.0444476790662 60.3806759972688, 21.0395817366011 60.3767141136192, 21.0394911277482 60.3764200372741, 21.039147357856 60.3761786007818, 21.0368771011667 60.3747885093333, 21.0243591205713 60.365993143394, 21.0231151691667 60.3648206928333, 21.0210797158254 60.363947775007, 21.0078380411453 60.3546358815925, 21.0066695275548 60.3540870105933, 21.0024417109667 60.349641360573, 20.9875539495341 60.3421213352034))
Avomeri - Hundkubb - Prästö;229547; 3.0; 2.4;MW2017;POLYGON ((20.9485722519078 60.3156614711304, 20.9514806558874 60.315387601681, 20.9706254893333 60.3294270131667, 20.982369265 60.3377068265, 20.9896678172527 60.3413951572547, 20.9875539495341 60.3421213352034, 20.9790960289255 60.3378468244942, 20.9485722519078 60.3156614711304))
Avomeri - Hundkubb - Prästö;229540; 3.0; 2.4;MW2017;POLYGON ((20.953798755 60.3045206316667, 20.9542157213782 60.3052483865405, 20.9530677037481 60.3064782970051, 20.9514806558874 60.315387601681, 20.9485722519078 60.3156614711304, 20.9510514663333 60.3097723595, 20.9512348489948 60.307941404605, 20.9522829987591 60.3044098712432, 20.953798755 60.3045206316667))
Avomeri-Kökar väylä;218956; 3.4; 2.4;MW2015;POLYGON ((21.4418823203609 60.1380791118244, 21.4460591379216 60.1361908747649, 21.4483874470921 60.1391428339807, 21.4644091014343 60.148439830728, 21.476353661 60.151601599, 21.4932804450026 60.1566734878704, 21.4992920531146 60.1588947838508, 21.4960083373 60.158467330078, 21.4923492958015 60.1570180115787, 21.4807050689747 60.1537040244366, 21.4631910088559 60.1488659305456, 21.4472234765139 60.1395686046935, 21.4418823203609 60.1380791118244))
Avomeri-Kökar väylä;219004; 3.4; 2.4;MW2015;POLYGON ((21.5130772915 60.178013247, 21.5134503666667 60.1788285478333, 21.5146881068096 60.1807803336379, 21.5172677481667 60.1822082293333, 21.5201007368333 60.1835851823333, 21.5273643238495 60.1889936901324, 21.5229784757932 60.1892489156596, 21.523491268 60.1878329505, 21.51963607879 60.1836982298982, 21.5137014660936 60.181062392016, 21.5128650450107 60.1794231649029, 21.5130772915 60.178013247))
Avomeri-Kökar väylä;218984; 3.4; 2.4;MW2015;POLYGON ((21.5293018160376 60.1709785192342, 21.531846493452 60.1717778265711, 21.521884542956 60.1747689374029, 21.5144769566964 60.1776488004362, 21.513450366437 60.1788285346615, 21.5130772913643 60.1780132337468, 21.5139579209561 60.1767173902549, 21.5155074113333 60.1767203625, 21.5211821264864 60.1744094767333, 21.525311224 60.1729160576667, 21.5293018160376 60.1709785192342))
Avomeri-Kökar väylä;218977; 3.4; 2.4;MW2015;POLYGON ((21.5068833294622 60.1654128394078, 21.5075158361667 60.1643833328333, 21.5088721736667 60.167655727, 21.5139579209561 60.1767173902549, 21.5130772913643 60.1780132337468, 21.5114534940818 60.1743935173887, 21.5068833294622 60.1654128394078))
Avomeri-Kökar väylä;218972; 3.2; 2.4;MW2015;POLYGON ((21.5037243376301 60.1637695175752, 21.5036223276781 60.1641648139868, 21.5015539072184 60.164343187129, 21.5006383168934 60.1645351287317, 21.500001880965 60.1641145660751, 21.501909981 60.1640725971667, 21.5037243376301 60.1637695175752))
Avomeri-Kökar väylä;218968; 3.4; 2.4;MW2015;POLYGON ((21.5048341985 60.1598072273333, 21.509959643 60.159374742, 21.5127559920004 60.1584949865235, 21.515312332243 60.1604481103303, 21.5075329144709 60.1619868635696, 21.5048341985 60.1598072273333))
Avomeri-Kökar väylä;218962; 3.4; 2.4;MW2015;POLYGON ((21.4960083373 60.158467330078, 21.4992920531146 60.1588947838508, 21.5048341985 60.1598072273333, 21.5075329144709 60.1619868635696, 21.5075158361667 60.1643833328333, 21.5068833294622 60.1654128394078, 21.5036223276781 60.1641648139868, 21.5037243378333 60.1637695308333, 21.5029834644775 60.1612502880145, 21.4960083373 60.158467330078))
Basören-Stenören (Pirttisaaren uusi tulliväylä);174962; 7.0; 5.5;MW2005;POLYGON ((26.5783362654679 60.3374439551103, 26.5856175336667 60.3184592285, 26.5945261054483 60.3243179714267, 26.5834013510865 60.3387340525148, 26.5783362654679 60.3374439551103))
Berghamnskobbe-Hönsnäs väylä;105715; 4.0; 3.4;MW2001;POLYGON ((22.0246361815 60.4611251348333, 22.0247665953333 60.4611876246667, 22.024203070673 60.4614744161606, 22.0228079543333 60.4621843816667, 22.0218850480206 60.4626540109455, 22.0195308850088 60.4635524483024, 22.0177585318105 60.4637634151669, 22.0226775398333 60.4621218793333, 22.0246361815 60.4611251348333))
Berghamnskobbe-Hönsnäs väylä;233384; 4.0; 3.4;MW2001;POLYGON ((22.0332114382436 60.4583401017856, 22.037241278809 60.4571947812481, 22.0379165636066 60.4575538204488, 22.0336645941395 60.4587290232487, 22.0247665953333 60.4611876246667, 22.0246361815 60.4611251348333, 22.0250306861667 60.4604445325, 22.0253735661667 60.4602846473333, 22.0264320341057 60.4602664181228, 22.0332114382436 60.4583401017856))
Berghamnskobbe-Hönsnäs väylä;105720; 4.0; 3.4;MW2001;POLYGON ((22.0177585318105 60.4637634151669, 22.0195308850088 60.4635524483024, 22.0122300862503 60.4684476789378, 22.0109792388365 60.4692861726151, 22.0078075356888 60.4697281723227, 22.0047253163838 60.4701575623547, 22.0026060157239 60.4706775241318, 22.0071391008106 60.4682033738339, 22.0108333239877 60.4659998305557, 22.0147824189874 60.4647433897947, 22.0177585318105 60.4637634151669))
Bergö-Bredskärskobben-väylä;217116; 4.2; 2.4;MW2016;POLYGON ((21.3579052086852 60.3748266619266, 21.3605320567028 60.3757041422581, 21.359222091404 60.3765858198872, 21.3565591868372 60.3756640221496, 21.3579052086852 60.3748266619266))
Bergö-Bredskärskobben-väylä;217120; 3.0; 2.4;MW2016;POLYGON ((21.3579052086852 60.3748266619266, 21.3565591868372 60.3756640221496, 21.3550314855703 60.3751351415818, 21.353525337 60.37303195, 21.3536073061333 60.3727089007761, 21.3532186061081 60.3723822898134, 21.3543047494426 60.3720990440453, 21.3564263418333 60.3743326321667, 21.3579052086852 60.3748266619266))
Bergö-Bredskärskobben-väylä;217118; 4.2; 2.4;MW2016;POLYGON ((21.3672985959785 60.3793809574227, 21.3687800352 60.3784586348366, 21.372199184408 60.3796002104524, 21.3733973993929 60.3814910170207, 21.3672985959785 60.3793809574227))
Björköbyn kalasataman väylä;203144; 5.0; 4.0;MW2014;POLYGON ((22.324994729001 60.2016227237438, 22.3216603442891 60.1962914835758, 22.3048995211655 60.1925271183981, 22.2964134781659 60.1934877652885, 22.2951812929346 60.184887049253, 22.3124955195649 60.1934076091602, 22.3234058395231 60.1958978359741, 22.3271440533454 60.2014372543514, 22.324994729001 60.2016227237438))
Björköbyn kalasataman väylä;203145; 5.0; 4.0;MW2014;POLYGON ((22.3393343406153 60.2069417119587, 22.3366708541824 60.2055895172303, 22.3351203182788 60.2052606540475, 22.3293587018869 60.2041811520261, 22.324994729001 60.2016227237533, 22.3271440533454 60.2014372543608, 22.3301660712723 60.2038392398529, 22.3346034181667 60.2048767456667, 22.3381235146582 60.2055553903122, 22.339619424828 60.206343645014, 22.3672770911925 60.2110088666675, 22.3891683210427 60.2190182405027, 22.414028965 60.2239832843333, 22.431159176 60.228290855, 22.4445663108056 60.2299412523191, 22.4456354469274 60.2333090047616, 22.4280781671745 60.2304868554165, 22.4254899405639 60.2298036617807, 22.3959493545727 60.2223716110806, 22.3843059651048 60.2182257877894, 22.3655004115117 60.212168045932, 22.3393343406153 60.2069417119587))
Björkön ankkuripaikan väylä;118018; 3.0; 2.4;NN+75.10;POLYGON ((28.4740671002037 61.2556261680035, 28.4689917606526 61.2590858965036, 28.461050121766 61.2619424248, 28.44494803324 61.2693465340144, 28.4313623186855 61.2700963460541, 28.4459687656297 61.2649082419812, 28.4651842283366 61.2555851275977, 28.4740671002037 61.2556261680035))
Björkön ankkuripaikan väylä;118036; 3.6; 3.0;NN+75.10;POLYGON ((28.3524444713301 61.2721401021296, 28.2999732574989 61.2685405576609, 28.2100331888604 61.2717245531728, 28.183424236417 61.2752753186753, 28.1367962386697 61.2808283240497, 28.1495631181946 61.2757792416521, 28.2094347836074 61.2699798335496, 28.3001005172947 61.2667364665465, 28.3528163653559 61.2689201036664, 28.3525744473031 61.2702468804938, 28.351714937671 61.2703465417602, 28.3525267553123 61.2705150890301, 28.3524444713301 61.2721401021296))
Björkön ankkuripaikan väylä;118030; 3.6; 3.0;NN+75.10;POLYGON ((28.4220428966278 61.2769381824842, 28.4208504639706 61.2757210917891, 28.3674866921083 61.2730165769893, 28.3586998159872 61.2725691934545, 28.3524444713301 61.2721401021296, 28.3525267553123 61.2705150890301, 28.3533862669045 61.2704154226181, 28.3525744473031 61.2702468804938, 28.3528163653559 61.2689201036664, 28.3573540157418 61.2691504885545, 28.3659705296816 61.26961328294, 28.4001049214705 61.2714411324187, 28.4221140819299 61.2719158996659, 28.4313623186855 61.2700963460541, 28.4220428966278 61.2769381824842))
Bockholmen-Förby venereitti;137657; 3.7; 2.7;MW2016;POLYGON ((19.7342040707353 60.0762306297028, 19.7345198624409 60.070684341912, 19.7697536682736 60.0854403906561, 19.7824278049142 60.0905812454773, 19.7854504986532 60.0923770082032, 19.7863492039207 60.0931200882074, 19.7810381428458 60.0906888752455, 19.76540083915 60.0856548401721, 19.7342040707353 60.0762306297028))
Bockholmen-Förby venereitti;206566; 3.7; 2.7;MW2016;POLYGON ((19.7905249527464 60.0475672102688, 19.8009079965451 60.061259735524, 19.7923213480756 60.0612114270358, 19.7795192688652 60.0482221020297, 19.786671995801 60.0466702399881, 19.7905249527464 60.0475672102688))
Bockholmen-Förby venereitti;137674; 3.7; 2.7;MW2016;POLYGON ((19.807527152209 60.0766329855895, 19.7970797407313 60.0660381119663, 19.8043735566195 60.0658286364231, 19.8122936853815 60.0762679470525, 19.807527152209 60.0766329855895))
Bockholmen-Förby venereitti;137671; 3.7; 2.7;MW2016;POLYGON ((19.802897070174 60.091291288798, 19.8069007319159 60.0809231632835, 19.807527152209 60.0766329855895, 19.8122936853816 60.0762679470526, 19.8063383203333 60.0895030656667, 19.8048467093333 60.0928163028333, 19.802897070174 60.091291288798))
Bockholmen-Förby venereitti;137664; 3.3; 2.7;MW2016;POLYGON ((19.7854504986532 60.0923770082032, 19.787762912 60.0923820303333, 19.802897070174 60.091291288798, 19.8048467093333 60.0928163028333, 19.800114941 60.0927881321667, 19.7914967142277 60.0927363884658, 19.7863492039207 60.0931200882074, 19.7854504986532 60.0923770082032))
Boistön väylä;210132; 7.0; 6.1;MW2000;POLYGON ((26.9766440699024 60.452168949094, 26.9778892881006 60.4531245603244, 26.9784793994705 60.4535774018434, 26.9804316873808 60.4550754656938, 26.9867317466517 60.4576824831289, 26.9909112752939 60.4594116040158, 26.9957251085 60.4614497946667, 27.0039890264762 60.4649477524303, 27.0090000026947 60.4661667862759, 27.0159308391652 60.4666494681611, 27.0201254767423 60.4668613415275, 27.0273912808218 60.4672280167648, 27.0306635991667 60.4673930225, 27.0271262902357 60.4682037930148, 27.0163060042919 60.46732831898, 27.0110826655426 60.4671006838676, 27.0079597177686 60.4669699667056, 27.0053984998883 60.4665150803468, 27.0035320182118 60.4653408011157, 26.9950860392033 60.4618178117119, 26.9902395116265 60.459795644939, 26.9860492088889 60.458072595766, 26.9820068112849 60.4564100583164, 26.9760921562726 60.4557063239905, 26.9763321112544 60.4541684863701, 26.9766440699024 60.452168949094))
Bomarsundin eteläinen väylä;85320; 4.8; 4.1;MW2000;POLYGON ((20.7518386341667 60.3114911675, 20.7525669558333 60.3113535486667, 20.7537804576667 60.3120070116667, 20.755447559 60.3129046888333, 20.75491535 60.3131479336667, 20.7532482508333 60.3122502498333, 20.7518386341667 60.3114911675))
Bosundin väylä;225950; 1.8; 1.2;MW2000;POLYGON ((21.1042573767822 62.7300924709565, 21.1033669578333 62.7298778096667, 21.1020527555 62.7258415286667, 21.1002745106667 62.7203207518333, 21.0999573545 62.7190156008333, 21.0993960201667 62.717742023, 21.0991187698333 62.7166611331667, 21.0975304531667 62.71507426, 21.0965210236667 62.714168819, 21.0917686061667 62.7098700885, 21.0912983514808 62.7094487252948, 21.0900031813513 62.7076193396153, 21.0928426173898 62.7096540619591, 21.0971362471832 62.7140562485184, 21.0973922485 62.7146482016667, 21.0995182649814 62.7163154411236, 21.0996008351667 62.7170402953333, 21.0997184966667 62.7177373085, 21.1002797839652 62.7189929415539, 21.1003298043333 62.7193338293333, 21.1006350863333 62.7200154573333, 21.1010179113744 62.7205041377768, 21.1042573767822 62.7300924709565))
Bosundin väylä;185553; 1.8; 1.2;MW2010;POLYGON ((21.0897871076317 62.7514115574283, 21.0873409163249 62.7555654950901, 21.0849362467502 62.7564147860503, 21.080993816 62.7567939208333, 21.0863997996667 62.7549649788333, 21.0924387478528 62.7461330613266, 21.092907107 62.7457604303333, 21.0933242798889 62.7446701006552, 21.1033669578333 62.7298778096667, 21.1042573767821 62.7300924709565, 21.094244087015 62.7447816322141, 21.0931615452394 62.7457961480348, 21.0930161036318 62.7462044534283, 21.0902224367769 62.7507055440754, 21.0897871076317 62.7514115574283))
Bosundin väylä;185552; 1.8; 1.2;MW2010;POLYGON ((21.0897871076317 62.7514115574283, 21.0902224367769 62.7507055440754, 21.1069851578355 62.7542952179675, 21.1044806052788 62.7545355225683, 21.0897871076317 62.7514115574283))
Brändö-Högholm;137649; 2.4; 1.8;MW2015;POLYGON ((19.6142199828861 60.3114972758368, 19.6133746503903 60.3166654796107, 19.6010091547407 60.3179018183593, 19.6004651521162 60.3179938341515, 19.5999767000274 60.3179033180082, 19.599078854551 60.3180517237873, 19.5853260383333 60.3226115936667, 19.5817944101502 60.3260770531065, 19.5804757528622 60.3280569360923, 19.5779093120405 60.331909564086, 19.5758468741688 60.331571787345, 19.5797831673194 60.3256629813763, 19.5835965595583 60.321921217651, 19.5993814785954 60.3176175913886, 19.6003554204175 60.3178862388927, 19.6021199024639 60.3170982567878, 19.6081679453333 60.3161634508333, 19.6142199828861 60.3114972758368))
Brändö-Högholm;232177; 2.4; 1.8;MW2015;POLYGON ((19.5738150652173 60.3346208489312, 19.5758468741688 60.331571787345, 19.5779093120405 60.331909564086, 19.5763403276724 60.3342643558051, 19.5738150652173 60.3346208489312))
Brändön-Järsö väylä;219304; 4.0; 3.0;MW2016;POLYGON ((21.2185499493459 60.145006905336, 21.2808754298251 60.1430189521441, 21.2992909098333 60.1417915225, 21.2985727587988 60.1443911577576, 21.2810545935999 60.1444052466578, 21.2229689394817 60.146665772879, 21.2185499493459 60.145006905336))
Brändön-Järsö väylä;219296; 4.0; 3.0;MW2016;POLYGON ((21.315772928261 60.1284217271829, 21.3185007146047 60.129809489241, 21.3133505873633 60.1358590098565, 21.3114860722829 60.1390620757954, 21.309491143528 60.1445344329343, 21.2985727587988 60.1443911577576, 21.2992909098333 60.1417915225, 21.3073845466618 60.138273060214, 21.315772928261 60.1284217271829))
